x            y_obs        weight       y_calc       y_bkg        
84.2         13.0         0.07692      14.634       14.615       
84.22        9.0          0.11111      14.633       14.615       
84.24        16.0         0.0625       14.632       14.614       
84.26        10.0         0.1          14.631       14.613       
84.28        6.0          0.16667      14.63        14.613       
84.3         10.0         0.1          14.629       14.612       
84.32        5.0          0.2          14.628       14.611       
84.34        17.0         0.05882      14.627       14.61        
84.36        16.0         0.0625       14.626       14.61        
84.38        7.0          0.14286      14.626       14.609       
84.4         15.0         0.06667      14.625       14.608       
84.42        10.0         0.1          14.624       14.608       
84.44        9.0          0.11111      14.623       14.607       
84.46        9.0          0.11111      14.622       14.606       
84.48        7.0          0.14286      14.621       14.606       
84.5         6.0          0.16667      14.62        14.605       
84.52        13.0         0.07692      14.62        14.604       
84.54        5.0          0.2          14.619       14.603       
84.56        1.0          1.0          14.618       14.603       
84.58        13.0         0.07692      14.617       14.602       
84.6         10.0         0.1          14.616       14.601       
84.62        9.0          0.11111      14.616       14.601       
84.64        12.0         0.08333      14.615       14.6         
84.66        10.0         0.1          14.614       14.599       
84.68        9.0          0.11111      14.613       14.598       
84.7         5.0          0.2          14.612       14.598       
84.72        10.0         0.1          14.612       14.597       
84.74        9.0          0.11111      14.611       14.596       
84.76        5.0          0.2          14.61        14.596       
84.78        7.0          0.14286      14.609       14.595       
84.8         16.0         0.0625       14.609       14.594       
84.82        10.0         0.1          14.608       14.593       
84.84        12.0         0.08333      14.607       14.593       
84.86        15.0         0.06667      14.607       14.592       
84.88        9.0          0.11111      14.606       14.591       
84.9         15.0         0.06667      14.605       14.59        
84.92        10.0         0.1          14.604       14.59        
84.94        9.0          0.11111      14.604       14.589       
84.96        10.0         0.1          14.603       14.588       
84.98        12.0         0.08333      14.602       14.587       
85.0         7.0          0.14286      14.602       14.586       
85.02        7.0          0.14286      14.601       14.586       
85.04        15.0         0.06667      14.6         14.585       
85.06        10.0         0.1          14.6         14.584       
85.08        10.0         0.1          14.599       14.583       
85.1         7.0          0.14286      14.598       14.583       
85.12        12.0         0.08333      14.597       14.582       
85.14        9.0          0.11111      14.597       14.581       
85.16        12.0         0.08333      14.596       14.58        
85.18        9.0          0.11111      14.596       14.579       
85.2         5.0          0.2          14.595       14.579       
85.22        7.0          0.14286      14.594       14.578       
85.24        9.0          0.11111      14.594       14.577       
85.26        16.0         0.0625       14.593       14.576       
85.28        7.0          0.14286      14.593       14.575       
85.3         16.0         0.0625       14.592       14.575       
85.32        7.0          0.14286      14.591       14.574       
85.34        13.0         0.07692      14.591       14.573       
85.36        2.0          0.5          14.59        14.572       
85.38        16.0         0.0625       14.59        14.571       
85.4         16.0         0.0625       14.589       14.571       
85.42        21.0         0.04762      14.589       14.57        
85.44        15.0         0.06667      14.588       14.569       
85.46        10.0         0.1          14.588       14.568       
85.48        16.0         0.0625       14.587       14.567       
85.5         12.0         0.08333      14.587       14.566       
85.52        15.0         0.06667      14.586       14.566       
85.54        13.0         0.07692      14.586       14.565       
85.56        13.0         0.07692      14.586       14.564       
85.58        16.0         0.0625       14.585       14.563       
85.6         6.0          0.16667      14.585       14.562       
85.62        19.0         0.05263      14.584       14.561       
85.64        12.0         0.08333      14.584       14.561       
85.66        10.0         0.1          14.584       14.56        
85.68        10.0         0.1          14.584       14.559       
85.7         20.0         0.05         14.583       14.558       
85.72        12.0         0.08333      14.583       14.557       
85.74        16.0         0.0625       14.583       14.556       
85.76        15.0         0.06667      14.583       14.555       
85.78        13.0         0.07692      14.583       14.555       
85.8         13.0         0.07692      14.583       14.554       
85.82        12.0         0.08333      14.583       14.553       
85.84        16.0         0.0625       14.583       14.552       
85.86        10.0         0.1          14.584       14.551       
85.88        12.0         0.08333      14.584       14.55        
85.9         21.0         0.04762      14.584       14.549       
85.92        12.0         0.08333      14.585       14.548       
85.94        12.0         0.08333      14.585       14.548       
85.96        16.0         0.0625       14.586       14.547       
85.98        12.0         0.08333      14.587       14.546       
86.0         16.0         0.0625       14.587       14.545       
86.02        16.0         0.0625       14.589       14.544       
86.04        16.0         0.0625       14.59        14.543       
86.06        20.0         0.05         14.591       14.542       
86.08        17.0         0.05882      14.593       14.541       
86.1         10.0         0.1          14.594       14.54        
86.12        22.0         0.04545      14.597       14.54        
86.14        19.0         0.05263      14.599       14.539       
86.16        22.0         0.04545      14.602       14.538       
86.18        12.0         0.08333      14.605       14.537       
86.2         16.0         0.0625       14.608       14.536       
86.22        22.0         0.04545      14.612       14.535       
86.24        24.0         0.04167      14.617       14.534       
86.26        21.0         0.04762      14.622       14.533       
86.28        23.0         0.04348      14.628       14.532       
86.3         13.0         0.07692      14.635       14.531       
86.32        13.0         0.07692      14.642       14.53        
86.34        19.0         0.05263      14.652       14.529       
86.36        26.0         0.03846      14.662       14.528       
86.38        25.0         0.04         14.675       14.527       
86.4         27.0         0.03704      14.69        14.527       
86.42        34.0         0.02941      14.708       14.526       
86.44        31.0         0.03226      14.73        14.525       
86.46        25.0         0.04         14.756       14.524       
86.48        30.0         0.03333      14.789       14.523       
86.5         30.0         0.03333      14.829       14.522       
86.52        28.0         0.03571      14.881       14.521       
86.54        36.0         0.02778      14.948       14.52        
86.56        32.0         0.03125      15.037       14.519       
86.58        36.0         0.02778      15.16        14.518       
86.6         31.0         0.03226      15.34        14.517       
86.62        50.0         0.02         15.632       14.516       
86.64        38.0         0.02632      16.156       14.515       
86.66        50.0         0.02         17.124       14.514       
86.68        49.0         0.02041      18.791       14.513       
86.7         50.0         0.02         21.241       14.512       
86.72        53.0         0.01887      23.847       14.511       
86.74        38.0         0.02632      24.694       14.51        
86.76        44.0         0.02273      22.851       14.509       
86.78        53.0         0.01887      20.184       14.508       
86.8         43.0         0.02326      18.086       14.507       
86.82        40.0         0.025        16.788       14.506       
86.84        49.0         0.02041      16.097       14.505       
86.86        46.0         0.02174      15.77        14.504       
86.88        56.0         0.01786      15.654       14.503       
86.9         47.0         0.02128      15.705       14.502       
86.92        42.0         0.02381      15.973       14.501       
86.94        47.0         0.02128      16.564       14.5         
86.96        38.0         0.02632      17.57        14.499       
86.98        37.0         0.02703      18.869       14.498       
87.0         43.0         0.02326      19.757       14.497       
87.02        38.0         0.02632      19.304       14.496       
87.04        33.0         0.0303       17.98        14.495       
87.06        46.0         0.02174      16.741       14.494       
87.08        46.0         0.02174      15.896       14.493       
87.1         34.0         0.02941      15.402       14.492       
87.12        43.0         0.02326      15.131       14.491       
87.14        38.0         0.02632      14.976       14.49        
87.16        32.0         0.03125      14.878       14.489       
87.18        31.0         0.03226      14.81        14.488       
87.2         38.0         0.02632      14.759       14.487       
87.22        38.0         0.02632      14.719       14.486       
87.24        42.0         0.02381      14.688       14.484       
87.26        25.0         0.04         14.663       14.483       
87.28        47.0         0.02128      14.642       14.482       
87.3         22.0         0.04545      14.625       14.481       
87.32        32.0         0.03125      14.61        14.48        
87.34        30.0         0.03333      14.598       14.479       
87.36        34.0         0.02941      14.587       14.478       
87.38        34.0         0.02941      14.577       14.477       
87.4         37.0         0.02703      14.568       14.476       
87.42        28.0         0.03571      14.561       14.475       
87.44        27.0         0.03704      14.554       14.474       
87.46        31.0         0.03226      14.548       14.473       
87.48        23.0         0.04348      14.542       14.472       
87.5         33.0         0.0303       14.537       14.471       
87.52        16.0         0.0625       14.532       14.469       
87.54        25.0         0.04         14.528       14.468       
87.56        25.0         0.04         14.524       14.467       
87.58        22.0         0.04545      14.52        14.466       
87.6         20.0         0.05         14.517       14.465       
87.62        19.0         0.05263      14.513       14.464       
87.64        23.0         0.04348      14.51        14.463       
87.66        15.0         0.06667      14.507       14.462       
87.68        27.0         0.03704      14.505       14.461       
87.7         20.0         0.05         14.502       14.46        
87.72        26.0         0.03846      14.499       14.458       
87.74        37.0         0.02703      14.497       14.457       
87.76        27.0         0.03704      14.495       14.456       
87.78        21.0         0.04762      14.492       14.455       
87.8         12.0         0.08333      14.49        14.454       
87.82        17.0         0.05882      14.488       14.453       
87.84        16.0         0.0625       14.486       14.452       
87.86        29.0         0.03448      14.484       14.451       
87.88        13.0         0.07692      14.482       14.449       
87.9         20.0         0.05         14.481       14.448       
87.92        17.0         0.05882      14.479       14.447       
87.94        30.0         0.03333      14.477       14.446       
87.96        15.0         0.06667      14.476       14.445       
87.98        24.0         0.04167      14.474       14.444       
88.0         13.0         0.07692      14.472       14.443       
88.02        21.0         0.04762      14.471       14.441       
88.04        12.0         0.08333      14.469       14.44        
88.06        16.0         0.0625       14.468       14.439       
88.08        17.0         0.05882      14.466       14.438       
88.1         17.0         0.05882      14.465       14.437       
88.12        10.0         0.1          14.464       14.436       
88.14        27.0         0.03704      14.462       14.434       
88.16        15.0         0.06667      14.461       14.433       
88.18        20.0         0.05         14.46        14.432       
88.2         16.0         0.0625       14.459       14.431       
88.22        13.0         0.07692      14.457       14.43        
88.24        16.0         0.0625       14.456       14.429       
88.26        10.0         0.1          14.455       14.427       
88.28        16.0         0.0625       14.454       14.426       
88.3         17.0         0.05882      14.453       14.425       
88.32        27.0         0.03704      14.452       14.424       
88.34        25.0         0.04         14.451       14.423       
88.36        24.0         0.04167      14.45        14.421       
88.38        20.0         0.05         14.449       14.42        
88.4         16.0         0.0625       14.448       14.419       
88.42        21.0         0.04762      14.447       14.418       
88.44        21.0         0.04762      14.446       14.417       
88.46        23.0         0.04348      14.445       14.415       
88.48        31.0         0.03226      14.445       14.414       
88.5         28.0         0.03571      14.444       14.413       
88.52        16.0         0.0625       14.443       14.412       
88.54        23.0         0.04348      14.442       14.411       
88.56        20.0         0.05         14.442       14.409       
88.58        23.0         0.04348      14.441       14.408       
88.6         20.0         0.05         14.441       14.407       
88.62        27.0         0.03704      14.44        14.406       
88.64        33.0         0.0303       14.44        14.404       
88.66        15.0         0.06667      14.439       14.403       
88.68        23.0         0.04348      14.439       14.402       
88.7         30.0         0.03333      14.439       14.401       
88.72        25.0         0.04         14.439       14.399       
88.74        33.0         0.0303       14.438       14.398       
88.76        26.0         0.03846      14.438       14.397       
88.78        24.0         0.04167      14.439       14.396       
88.8         37.0         0.02703      14.439       14.394       
88.82        33.0         0.0303       14.439       14.393       
88.84        40.0         0.025        14.439       14.392       
88.86        29.0         0.03448      14.44        14.391       
88.88        38.0         0.02632      14.441       14.389       
88.9         32.0         0.03125      14.442       14.388       
88.92        42.0         0.02381      14.443       14.387       
88.94        38.0         0.02632      14.444       14.386       
88.96        28.0         0.03571      14.445       14.384       
88.98        34.0         0.02941      14.447       14.383       
89.0         40.0         0.025        14.449       14.382       
89.02        47.0         0.02128      14.452       14.381       
89.04        47.0         0.02128      14.454       14.379       
89.06        43.0         0.02326      14.457       14.378       
89.08        50.0         0.02         14.461       14.377       
89.1         43.0         0.02326      14.465       14.375       
89.12        40.0         0.025        14.47        14.374       
89.14        70.0         0.01429      14.475       14.373       
89.16        51.0         0.01961      14.482       14.371       
89.18        53.0         0.01887      14.489       14.37        
89.2         65.0         0.01538      14.497       14.369       
89.22        65.0         0.01538      14.507       14.368       
89.24        50.0         0.02         14.519       14.366       
89.26        67.0         0.01493      14.532       14.365       
89.28        79.0         0.01266      14.548       14.364       
89.3         62.0         0.01613      14.567       14.362       
89.32        67.0         0.01493      14.59        14.361       
89.34        81.0         0.01235      14.617       14.36        
89.36        90.0         0.01111      14.65        14.358       
89.38        92.0         0.01087      14.692       14.357       
89.4         79.0         0.01266      14.744       14.356       
89.42        90.0         0.01111      14.81        14.354       
89.44        90.0         0.01111      14.896       14.353       
89.46        88.0         0.01136      15.012       14.352       
89.48        116.0        0.00862      15.173       14.35        
89.5         110.0        0.00909      15.414       14.349       
89.52        100.0        0.01         15.813       14.348       
89.54        121.0        0.00826      16.528       14.346       
89.56        116.0        0.00862      17.805       14.345       
89.58        123.0        0.00813      19.897       14.344       
89.6         121.0        0.00826      22.782       14.342       
89.62        144.0        0.00694      25.501       14.341       
89.64        144.0        0.00694      25.862       14.34        
89.66        146.0        0.00685      23.486       14.338       
89.68        146.0        0.00685      20.538       14.337       
89.7         153.0        0.00654      18.294       14.336       
89.72        158.0        0.00633      16.905       14.334       
89.74        129.0        0.00775      16.151       14.333       
89.76        144.0        0.00694      15.78        14.332       
89.78        125.0        0.008        15.628       14.33        
89.8         134.0        0.00746      15.641       14.329       
89.82        139.0        0.00719      15.849       14.327       
89.84        121.0        0.00826      16.354       14.326       
89.86        134.0        0.00746      17.275       14.325       
89.88        136.0        0.00735      18.623       14.323       
89.9         116.0        0.00862      19.993       14.322       
89.92        127.0        0.00787      20.315       14.321       
89.94        136.0        0.00735      19.198       14.319       
89.96        110.0        0.00909      17.674       14.318       
89.98        127.0        0.00787      16.465       14.316       
90.0         110.0        0.00909      15.688       14.315       
90.02        86.0         0.01163      15.24        14.314       
90.04        110.0        0.00909      14.988       14.312       
90.06        110.0        0.00909      14.837       14.311       
90.08        98.0         0.0102       14.737       14.309       
90.1         82.0         0.0122       14.665       14.308       
90.12        104.0        0.00962      14.61        14.307       
90.14        73.0         0.0137       14.568       14.305       
90.16        77.0         0.01299      14.533       14.304       
90.18        90.0         0.01111      14.505       14.302       
90.2         84.0         0.0119       14.482       14.301       
90.22        65.0         0.01538      14.462       14.3         
90.24        70.0         0.01429      14.445       14.298       
90.26        72.0         0.01389      14.431       14.297       
90.28        54.0         0.01852      14.418       14.295       
90.3         62.0         0.01613      14.407       14.294       
90.32        57.0         0.01754      14.397       14.292       
90.34        67.0         0.01493      14.388       14.291       
90.36        53.0         0.01887      14.379       14.29        
90.38        50.0         0.02         14.372       14.288       
90.4         50.0         0.02         14.365       14.287       
90.42        50.0         0.02         14.359       14.285       
90.44        50.0         0.02         14.353       14.284       
90.46        47.0         0.02128      14.348       14.282       
90.48        47.0         0.02128      14.343       14.281       
90.5         43.0         0.02326      14.338       14.279       
90.52        37.0         0.02703      14.334       14.278       
90.54        39.0         0.02564      14.33        14.277       
90.56        34.0         0.02941      14.326       14.275       
90.58        37.0         0.02703      14.322       14.274       
90.6         39.0         0.02564      14.318       14.272       
90.62        34.0         0.02941      14.315       14.271       
90.64        23.0         0.04348      14.311       14.269       
90.66        32.0         0.03125      14.308       14.268       
90.68        37.0         0.02703      14.305       14.266       
90.7         30.0         0.03333      14.302       14.265       
90.72        29.0         0.03448      14.299       14.263       
90.74        28.0         0.03571      14.297       14.262       
90.76        25.0         0.04         14.294       14.26        
90.78        24.0         0.04167      14.291       14.259       
90.8         25.0         0.04         14.289       14.257       
90.82        32.0         0.03125      14.286       14.256       
90.84        22.0         0.04545      14.284       14.255       
90.86        24.0         0.04167      14.282       14.253       
90.88        24.0         0.04167      14.279       14.252       
90.9         19.0         0.05263      14.277       14.25        
90.92        29.0         0.03448      14.275       14.249       
90.94        21.0         0.04762      14.273       14.247       
90.96        15.0         0.06667      14.27        14.246       
90.98        22.0         0.04545      14.268       14.244       
91.0         23.0         0.04348      14.266       14.243       
91.02        13.0         0.07692      14.264       14.241       
91.04        16.0         0.0625       14.262       14.24        
91.06        17.0         0.05882      14.26        14.238       
91.08        16.0         0.0625       14.258       14.237       
91.1         29.0         0.03448      14.256       14.235       
91.12        20.0         0.05         14.254       14.234       
91.14        24.0         0.04167      14.252       14.232       
91.16        13.0         0.07692      14.25        14.23        
91.18        17.0         0.05882      14.248       14.229       
91.2         13.0         0.07692      14.246       14.227       
91.22        17.0         0.05882      14.245       14.226       
91.24        20.0         0.05         14.243       14.224       
91.26        13.0         0.07692      14.241       14.223       
91.28        19.0         0.05263      14.239       14.221       
91.3         21.0         0.04762      14.237       14.22        
91.32        15.0         0.06667      14.235       14.218       
91.34        17.0         0.05882      14.234       14.217       
91.36        19.0         0.05263      14.232       14.215       
91.38        16.0         0.0625       14.23        14.214       
91.4         15.0         0.06667      14.228       14.212       
91.42        9.0          0.11111      14.226       14.211       
91.44        15.0         0.06667      14.225       14.209       
91.46        21.0         0.04762      14.223       14.208       
91.48        15.0         0.06667      14.221       14.206       
91.5         20.0         0.05         14.22        14.204       
91.52        26.0         0.03846      14.218       14.203       
91.54        16.0         0.0625       14.216       14.201       
91.56        15.0         0.06667      14.214       14.2         
91.58        22.0         0.04545      14.213       14.198       
91.6         7.0          0.14286      14.211       14.197       
91.62        12.0         0.08333      14.209       14.195       
91.64        10.0         0.1          14.208       14.194       
91.66        16.0         0.0625       14.206       14.192       
91.68        15.0         0.06667      14.204       14.19        
91.7         12.0         0.08333      14.203       14.189       
91.72        19.0         0.05263      14.201       14.187       
91.74        12.0         0.08333      14.199       14.186       
91.76        10.0         0.1          14.198       14.184       
91.78        12.0         0.08333      14.196       14.183       
91.8         7.0          0.14286      14.194       14.181       
91.82        7.0          0.14286      14.193       14.179       
91.84        15.0         0.06667      14.191       14.178       
91.86        16.0         0.0625       14.19        14.176       
91.88        13.0         0.07692      14.188       14.175       
91.9         16.0         0.0625       14.186       14.173       
91.92        15.0         0.06667      14.185       14.171       
91.94        16.0         0.0625       14.183       14.17        
91.96        16.0         0.0625       14.181       14.168       
91.98        13.0         0.07692      14.18        14.167       
92.0         16.0         0.0625       14.178       14.165       
92.02        15.0         0.06667      14.177       14.164       
92.04        19.0         0.05263      14.175       14.162       
92.06        9.0          0.11111      14.173       14.16        
92.08        20.0         0.05         14.172       14.159       
92.1         15.0         0.06667      14.17        14.157       
92.12        15.0         0.06667      14.169       14.156       
92.14        10.0         0.1          14.167       14.154       
92.16        13.0         0.07692      14.165       14.152       
92.18        10.0         0.1          14.164       14.151       
92.2         12.0         0.08333      14.162       14.149       
92.22        9.0          0.11111      14.161       14.148       
92.24        13.0         0.07692      14.159       14.146       
92.26        17.0         0.05882      14.158       14.144       
92.28        15.0         0.06667      14.156       14.143       
92.3         16.0         0.0625       14.154       14.141       
92.32        6.0          0.16667      14.153       14.139       
92.34        25.0         0.04         14.151       14.138       
92.36        12.0         0.08333      14.15        14.136       
92.38        12.0         0.08333      14.148       14.135       
92.4         10.0         0.1          14.147       14.133       
92.42        13.0         0.07692      14.145       14.131       
92.44        10.0         0.1          14.144       14.13        
92.46        16.0         0.0625       14.142       14.128       
92.48        16.0         0.0625       14.141       14.126       
92.5         12.0         0.08333      14.139       14.125       
92.52        10.0         0.1          14.138       14.123       
92.54        13.0         0.07692      14.136       14.122       
92.56        9.0          0.11111      14.135       14.12        
92.58        15.0         0.06667      14.133       14.118       
92.6         21.0         0.04762      14.132       14.117       
92.62        9.0          0.11111      14.13        14.115       
92.64        10.0         0.1          14.129       14.113       
92.66        12.0         0.08333      14.127       14.112       
92.68        10.0         0.1          14.126       14.11        
92.7         17.0         0.05882      14.124       14.108       
92.72        13.0         0.07692      14.123       14.107       
92.74        17.0         0.05882      14.121       14.105       
92.76        10.0         0.1          14.12        14.103       
92.78        16.0         0.0625       14.118       14.102       
92.8         9.0          0.11111      14.117       14.1         
92.82        15.0         0.06667      14.116       14.098       
92.84        12.0         0.08333      14.114       14.097       
92.86        21.0         0.04762      14.113       14.095       
92.88        7.0          0.14286      14.111       14.093       
92.9         13.0         0.07692      14.11        14.092       
92.92        10.0         0.1          14.109       14.09        
92.94        17.0         0.05882      14.107       14.088       
92.96        10.0         0.1          14.106       14.087       
92.98        16.0         0.0625       14.105       14.085       
93.0         22.0         0.04545      14.103       14.083       
93.02        12.0         0.08333      14.102       14.082       
93.04        16.0         0.0625       14.101       14.08        
93.06        16.0         0.0625       14.1         14.078       
93.08        6.0          0.16667      14.098       14.077       
93.1         15.0         0.06667      14.097       14.075       
93.12        9.0          0.11111      14.096       14.073       
93.14        16.0         0.0625       14.095       14.072       
93.16        13.0         0.07692      14.094       14.07        
93.18        17.0         0.05882      14.092       14.068       
93.2         13.0         0.07692      14.091       14.067       
93.22        12.0         0.08333      14.09        14.065       
93.24        16.0         0.0625       14.089       14.063       
93.26        13.0         0.07692      14.088       14.062       
93.28        13.0         0.07692      14.087       14.06        
93.3         10.0         0.1          14.086       14.058       
93.32        15.0         0.06667      14.085       14.057       
93.34        17.0         0.05882      14.084       14.055       
93.36        10.0         0.1          14.084       14.053       
93.38        9.0          0.11111      14.083       14.051       
93.4         21.0         0.04762      14.082       14.05        
93.42        20.0         0.05         14.081       14.048       
93.44        12.0         0.08333      14.081       14.046       
93.46        19.0         0.05263      14.08        14.045       
93.48        15.0         0.06667      14.08        14.043       
93.5         22.0         0.04545      14.079       14.041       
93.52        23.0         0.04348      14.079       14.04        
93.54        21.0         0.04762      14.079       14.038       
93.56        30.0         0.03333      14.078       14.036       
93.58        19.0         0.05263      14.078       14.034       
93.6         21.0         0.04762      14.078       14.033       
93.62        25.0         0.04         14.079       14.031       
93.64        13.0         0.07692      14.079       14.029       
93.66        21.0         0.04762      14.079       14.028       
93.68        32.0         0.03125      14.08        14.026       
93.7         13.0         0.07692      14.081       14.024       
93.72        25.0         0.04         14.082       14.023       
93.74        27.0         0.03704      14.083       14.021       
93.76        23.0         0.04348      14.084       14.019       
93.78        24.0         0.04167      14.086       14.017       
93.8         17.0         0.05882      14.088       14.016       
93.82        16.0         0.0625       14.09        14.014       
93.84        28.0         0.03571      14.093       14.012       
93.86        20.0         0.05         14.096       14.011       
93.88        16.0         0.0625       14.1         14.009       
93.9         25.0         0.04         14.104       14.007       
93.92        19.0         0.05263      14.109       14.005       
93.94        28.0         0.03571      14.114       14.004       
93.96        21.0         0.04762      14.12        14.002       
93.98        34.0         0.02941      14.128       14.0         
94.0         23.0         0.04348      14.136       13.998       
94.02        16.0         0.0625       14.146       13.997       
94.04        32.0         0.03125      14.157       13.995       
94.06        29.0         0.03448      14.17        13.993       
94.08        42.0         0.02381      14.186       13.992       
94.1         32.0         0.03125      14.204       13.99        
94.12        33.0         0.0303       14.226       13.988       
94.14        47.0         0.02128      14.251       13.986       
94.16        34.0         0.02941      14.282       13.985       
94.18        37.0         0.02703      14.32        13.983       
94.2         46.0         0.02174      14.367       13.981       
94.22        47.0         0.02128      14.424       13.979       
94.24        46.0         0.02174      14.498       13.978       
94.26        43.0         0.02326      14.592       13.976       
94.28        38.0         0.02632      14.717       13.974       
94.3         47.0         0.02128      14.887       13.972       
94.32        59.0         0.01695      15.136       13.971       
94.34        47.0         0.02128      15.531       13.969       
94.36        56.0         0.01786      16.206       13.967       
94.38        38.0         0.02632      17.379       13.965       
94.4         53.0         0.01887      19.302       13.964       
94.42        56.0         0.01786      22.08        13.962       
94.44        56.0         0.01786      25.214       13.96        
94.46        49.0         0.02041      26.905       13.959       
94.48        51.0         0.01961      25.532       13.957       
94.5         56.0         0.01786      22.472       13.955       
94.52        57.0         0.01754      19.648       13.953       
94.54        56.0         0.01786      17.672       13.952       
94.56        59.0         0.01695      16.477       13.95        
94.58        59.0         0.01695      15.819       13.948       
94.6         68.0         0.01471      15.479       13.946       
94.62        60.0         0.01667      15.327       13.945       
94.64        56.0         0.01786      15.315       13.943       
94.66        51.0         0.01961      15.461       13.941       
94.68        60.0         0.01667      15.843       13.939       
94.7         64.0         0.01562      16.579       13.938       
94.72        50.0         0.02         17.756       13.936       
94.74        56.0         0.01786      19.27        13.934       
94.76        60.0         0.01667      20.469       13.932       
94.78        47.0         0.02128      20.293       13.93        
94.8         57.0         0.01754      18.89        13.929       
94.82        46.0         0.02174      17.335       13.927       
94.84        38.0         0.02632      16.154       13.925       
94.86        59.0         0.01695      15.393       13.923       
94.88        54.0         0.01852      14.942       13.922       
94.9         46.0         0.02174      14.679       13.92        
94.92        38.0         0.02632      14.516       13.918       
94.94        43.0         0.02326      14.406       13.916       
94.96        34.0         0.02941      14.325       13.915       
94.98        42.0         0.02381      14.264       13.913       
95.0         43.0         0.02326      14.215       13.911       
95.02        43.0         0.02326      14.176       13.909       
95.04        25.0         0.04         14.144       13.908       
95.06        29.0         0.03448      14.117       13.906       
95.08        40.0         0.025        14.094       13.904       
95.1         31.0         0.03226      14.075       13.902       
95.12        40.0         0.025        14.058       13.901       
95.14        29.0         0.03448      14.043       13.899       
95.16        28.0         0.03571      14.03        13.897       
95.18        32.0         0.03125      14.018       13.895       
95.2         25.0         0.04         14.008       13.894       
95.22        32.0         0.03125      13.998       13.892       
95.24        38.0         0.02632      13.989       13.89        
95.26        20.0         0.05         13.982       13.888       
95.28        25.0         0.04         13.974       13.886       
95.3         26.0         0.03846      13.967       13.885       
95.32        17.0         0.05882      13.961       13.883       
95.34        27.0         0.03704      13.955       13.881       
95.36        32.0         0.03125      13.95        13.879       
95.38        31.0         0.03226      13.944       13.878       
95.4         22.0         0.04545      13.94        13.876       
95.42        27.0         0.03704      13.935       13.874       
95.44        16.0         0.0625       13.93        13.872       
95.46        21.0         0.04762      13.926       13.871       
95.48        25.0         0.04         13.922       13.869       
95.5         27.0         0.03704      13.918       13.867       
95.52        25.0         0.04         13.915       13.865       
95.54        16.0         0.0625       13.911       13.863       
95.56        23.0         0.04348      13.908       13.862       
95.58        24.0         0.04167      13.904       13.86        
95.6         20.0         0.05         13.901       13.858       
95.62        23.0         0.04348      13.898       13.856       
95.64        22.0         0.04545      13.895       13.855       
95.66        12.0         0.08333      13.892       13.853       
95.68        21.0         0.04762      13.889       13.851       
95.7         9.0          0.11111      13.886       13.849       
95.72        10.0         0.1          13.883       13.848       
95.74        21.0         0.04762      13.88        13.846       
95.76        13.0         0.07692      13.878       13.844       
95.78        13.0         0.07692      13.875       13.842       
95.8         22.0         0.04545      13.873       13.84        
95.82        15.0         0.06667      13.87        13.839       
95.84        13.0         0.07692      13.868       13.837       
95.86        19.0         0.05263      13.865       13.835       
95.88        19.0         0.05263      13.863       13.833       
95.9         10.0         0.1          13.861       13.832       
95.92        15.0         0.06667      13.858       13.83        
95.94        19.0         0.05263      13.856       13.828       
95.96        15.0         0.06667      13.854       13.826       
95.98        20.0         0.05         13.852       13.825       
96.0         17.0         0.05882      13.849       13.823       
96.02        12.0         0.08333      13.847       13.821       
96.04        12.0         0.08333      13.845       13.819       
96.06        12.0         0.08333      13.843       13.817       
96.08        15.0         0.06667      13.841       13.816       
96.1         16.0         0.0625       13.839       13.814       
96.12        10.0         0.1          13.837       13.812       
96.14        15.0         0.06667      13.835       13.81        
96.16        12.0         0.08333      13.833       13.809       
96.18        12.0         0.08333      13.831       13.807       
96.2         7.0          0.14286      13.829       13.805       
96.22        19.0         0.05263      13.827       13.803       
96.24        9.0          0.11111      13.825       13.801       
96.26        16.0         0.0625       13.824       13.8         
96.28        10.0         0.1          13.822       13.798       
96.3         16.0         0.0625       13.82        13.796       
96.32        10.0         0.1          13.818       13.794       
96.34        10.0         0.1          13.816       13.793       
96.36        10.0         0.1          13.815       13.791       
96.38        15.0         0.06667      13.813       13.789       
96.4         6.0          0.16667      13.811       13.787       
96.42        12.0         0.08333      13.81        13.786       
96.44        9.0          0.11111      13.808       13.784       
96.46        7.0          0.14286      13.807       13.782       
96.48        12.0         0.08333      13.805       13.78        
96.5         19.0         0.05263      13.803       13.779       
96.52        10.0         0.1          13.802       13.777       
96.54        12.0         0.08333      13.8         13.775       
96.56        12.0         0.08333      13.799       13.773       
96.58        12.0         0.08333      13.798       13.771       
96.6         10.0         0.1          13.796       13.77        
96.62        17.0         0.05882      13.795       13.768       
96.64        6.0          0.16667      13.794       13.766       
96.66        7.0          0.14286      13.793       13.764       
96.68        12.0         0.08333      13.791       13.763       
96.7         13.0         0.07692      13.79        13.761       
96.72        6.0          0.16667      13.789       13.759       
96.74        10.0         0.1          13.788       13.757       
96.76        5.0          0.2          13.788       13.756       
96.78        12.0         0.08333      13.787       13.754       
96.8         12.0         0.08333      13.786       13.752       
96.82        7.0          0.14286      13.786       13.75        
96.84        10.0         0.1          13.785       13.749       
96.86        10.0         0.1          13.785       13.747       
96.88        12.0         0.08333      13.785       13.745       
96.9         10.0         0.1          13.785       13.743       
96.92        4.0          0.25         13.786       13.742       
96.94        9.0          0.11111      13.786       13.74        
96.96        10.0         0.1          13.788       13.738       
96.98        7.0          0.14286      13.789       13.736       
