x            y_obs        weight       y_calc       y_bkg        
20.84        23.0         0.04348      28.466       27.954       
20.86        16.0         0.0625       28.506       27.927       
20.88        22.0         0.04545      28.562       27.901       
20.9         31.0         0.03226      28.636       27.875       
20.92        25.0         0.04         28.737       27.849       
20.94        28.0         0.03571      28.873       27.823       
20.96        29.0         0.03448      29.059       27.797       
20.98        28.0         0.03571      29.317       27.771       
21.0         32.0         0.03125      29.685       27.745       
21.02        30.0         0.03333      30.227       27.719       
21.04        17.0         0.05882      31.072       27.694       
21.06        26.0         0.03846      32.666       27.668       
21.08        24.0         0.04167      37.323       27.643       
21.1         23.0         0.04348      53.588       27.618       
21.12        23.0         0.04348      93.905       27.593       
21.14        16.0         0.0625       146.273      27.568       
21.16        21.0         0.04762      157.536      27.543       
21.18        26.0         0.03846      131.917      27.518       
21.2         31.0         0.03226      112.239      27.493       
21.22        28.0         0.03571      84.686       27.469       
21.24        22.0         0.04545      55.069       27.444       
21.26        29.0         0.03448      38.45        27.42        
21.28        31.0         0.03226      32.544       27.395       
21.3         34.0         0.02941      30.639       27.371       
21.32        27.0         0.03704      29.748       27.347       
21.34        16.0         0.0625       29.182       27.323       
21.36        26.0         0.03846      28.783       27.299       
21.38        27.0         0.03704      28.488       27.275       
21.4         25.0         0.04         28.262       27.252       
21.42        16.0         0.0625       28.084       27.228       
21.44        31.0         0.03226      27.939       27.205       
21.46        22.0         0.04545      27.818       27.181       
21.48        29.0         0.03448      27.716       27.158       
21.5         23.0         0.04348      27.628       27.135       
21.52        29.0         0.03448      27.551       27.111       
21.54        21.0         0.04762      27.482       27.088       
21.56        19.0         0.05263      27.421       27.066       
21.58        25.0         0.04         27.365       27.043       
21.6         31.0         0.03226      27.314       27.02        
21.62        27.0         0.03704      27.266       26.997       
21.64        29.0         0.03448      27.222       26.975       
21.66        29.0         0.03448      27.18        26.952       
21.68        28.0         0.03571      27.141       26.93        
21.7         22.0         0.04545      27.104       26.908       
21.72        28.0         0.03571      27.068       26.886       
21.74        42.0         0.02381      27.034       26.864       
21.76        23.0         0.04348      27.001       26.842       
21.78        38.0         0.02632      26.969       26.82        
21.8         26.0         0.03846      26.939       26.798       
21.82        30.0         0.03333      26.909       26.776       
21.84        36.0         0.02778      26.88        26.755       
21.86        28.0         0.03571      26.851       26.733       
21.88        30.0         0.03333      26.824       26.712       
21.9         28.0         0.03571      26.797       26.691       
21.92        23.0         0.04348      26.77        26.669       
21.94        25.0         0.04         26.744       26.648       
21.96        26.0         0.03846      26.719       26.627       
21.98        23.0         0.04348      26.694       26.606       
22.0         27.0         0.03704      26.669       26.585       
22.02        26.0         0.03846      26.644       26.565       
22.04        32.0         0.03125      26.62        26.544       
22.06        20.0         0.05         26.597       26.523       
22.08        28.0         0.03571      26.573       26.503       
22.1         27.0         0.03704      26.55        26.482       
22.12        22.0         0.04545      26.527       26.462       
22.14        28.0         0.03571      26.504       26.442       
22.16        23.0         0.04348      26.482       26.422       
22.18        33.0         0.0303       26.46        26.402       
22.2         29.0         0.03448      26.438       26.382       
22.22        32.0         0.03125      26.416       26.362       
22.24        21.0         0.04762      26.394       26.342       
22.26        17.0         0.05882      26.373       26.322       
22.28        15.0         0.06667      26.351       26.303       
22.3         19.0         0.05263      26.33        26.283       
22.32        21.0         0.04762      26.309       26.264       
22.34        28.0         0.03571      26.288       26.244       
22.36        23.0         0.04348      26.268       26.225       
22.38        28.0         0.03571      26.247       26.206       
22.4         23.0         0.04348      26.227       26.187       
22.42        32.0         0.03125      26.207       26.168       
22.44        12.0         0.08333      26.187       26.149       
22.46        27.0         0.03704      26.167       26.13        
22.48        27.0         0.03704      26.147       26.111       
22.5         15.0         0.06667      26.127       26.092       
22.52        27.0         0.03704      26.108       26.074       
22.54        29.0         0.03448      26.088       26.055       
22.56        23.0         0.04348      26.069       26.037       
22.58        16.0         0.0625       26.05        26.018       
22.6         31.0         0.03226      26.031       26.0         
22.62        27.0         0.03704      26.012       25.982       
22.64        28.0         0.03571      25.993       25.963       
22.66        19.0         0.05263      25.974       25.945       
22.68        28.0         0.03571      25.955       25.927       
22.7         27.0         0.03704      25.937       25.91        
22.72        33.0         0.0303       25.918       25.892       
22.74        25.0         0.04         25.9         25.874       
22.76        37.0         0.02703      25.882       25.856       
22.78        22.0         0.04545      25.864       25.839       
22.8         27.0         0.03704      25.846       25.821       
22.82        32.0         0.03125      25.828       25.804       
22.84        29.0         0.03448      25.81        25.786       
22.86        22.0         0.04545      25.792       25.769       
22.88        22.0         0.04545      25.774       25.752       
22.9         22.0         0.04545      25.757       25.735       
22.92        23.0         0.04348      25.739       25.718       
22.94        17.0         0.05882      25.722       25.701       
22.96        27.0         0.03704      25.705       25.684       
22.98        26.0         0.03846      25.687       25.667       
23.0         22.0         0.04545      25.67        25.65        
23.02        26.0         0.03846      25.653       25.634       
23.04        28.0         0.03571      25.636       25.617       
23.06        27.0         0.03704      25.619       25.6         
23.08        26.0         0.03846      25.602       25.584       
23.1         26.0         0.03846      25.586       25.568       
23.12        22.0         0.04545      25.569       25.551       
23.14        20.0         0.05         25.553       25.535       
23.16        29.0         0.03448      25.536       25.519       
23.18        21.0         0.04762      25.52        25.503       
23.2         22.0         0.04545      25.503       25.487       
23.22        21.0         0.04762      25.487       25.471       
23.24        26.0         0.03846      25.471       25.455       
23.26        32.0         0.03125      25.455       25.439       
23.28        20.0         0.05         25.439       25.423       
23.3         27.0         0.03704      25.423       25.408       
23.32        31.0         0.03226      25.407       25.392       
23.34        17.0         0.05882      25.391       25.377       
23.36        22.0         0.04545      25.376       25.361       
23.38        32.0         0.03125      25.36        25.346       
23.4         27.0         0.03704      25.345       25.33        
23.42        29.0         0.03448      25.329       25.315       
23.44        16.0         0.0625       25.314       25.3         
23.46        25.0         0.04         25.299       25.285       
23.48        25.0         0.04         25.283       25.27        
23.5         21.0         0.04762      25.266       25.255       
23.52        32.0         0.03125      25.251       25.24        
23.54        27.0         0.03704      25.235       25.225       
23.56        22.0         0.04545      25.22        25.21        
23.58        23.0         0.04348      25.205       25.196       
23.6         32.0         0.03125      25.19        25.181       
23.62        32.0         0.03125      25.175       25.167       
23.64        25.0         0.04         25.161       25.152       
23.66        31.0         0.03226      25.146       25.138       
23.68        32.0         0.03125      25.132       25.123       
23.7         17.0         0.05882      25.117       25.109       
23.72        30.0         0.03333      25.103       25.095       
23.74        27.0         0.03704      25.089       25.081       
23.76        36.0         0.02778      25.074       25.066       
23.78        23.0         0.04348      25.06        25.052       
23.8         24.0         0.04167      25.046       25.038       
23.82        28.0         0.03571      25.032       25.025       
23.84        32.0         0.03125      25.018       25.011       
23.86        24.0         0.04167      25.004       24.997       
23.88        28.0         0.03571      24.99        24.983       
23.9         19.0         0.05263      24.977       24.97        
23.92        29.0         0.03448      24.963       24.956       
23.94        27.0         0.03704      24.949       24.942       
23.96        39.0         0.02564      24.936       24.929       
23.98        32.0         0.03125      24.922       24.916       
24.0         23.0         0.04348      24.909       24.902       
24.02        27.0         0.03704      24.895       24.889       
24.04        31.0         0.03226      24.882       24.876       
24.06        25.0         0.04         24.869       24.862       
24.08        25.0         0.04         24.856       24.849       
24.1         23.0         0.04348      24.843       24.836       
24.12        31.0         0.03226      24.829       24.823       
24.14        15.0         0.06667      24.816       24.81        
24.16        26.0         0.03846      24.804       24.798       
24.18        23.0         0.04348      24.791       24.785       
24.2         20.0         0.05         24.778       24.772       
24.22        25.0         0.04         24.765       24.759       
24.24        13.0         0.07692      24.752       24.747       
24.26        16.0         0.0625       24.74        24.734       
24.28        24.0         0.04167      24.727       24.722       
24.3         23.0         0.04348      24.715       24.709       
24.32        27.0         0.03704      24.702       24.697       
24.34        24.0         0.04167      24.69        24.684       
24.36        24.0         0.04167      24.677       24.672       
24.38        30.0         0.03333      24.665       24.66        
24.4         23.0         0.04348      24.653       24.648       
24.42        25.0         0.04         24.641       24.636       
24.44        32.0         0.03125      24.629       24.624       
24.46        30.0         0.03333      24.617       24.612       
24.48        20.0         0.05         24.605       24.6         
24.5         37.0         0.02703      24.593       24.588       
24.52        26.0         0.03846      24.581       24.576       
24.54        22.0         0.04545      24.569       24.564       
24.56        20.0         0.05         24.557       24.553       
24.58        23.0         0.04348      24.545       24.541       
24.6         27.0         0.03704      24.534       24.529       
24.62        26.0         0.03846      24.522       24.518       
24.64        16.0         0.0625       24.511       24.506       
24.66        27.0         0.03704      24.499       24.495       
24.68        22.0         0.04545      24.488       24.483       
24.7         26.0         0.03846      24.476       24.472       
24.72        29.0         0.03448      24.465       24.461       
24.74        20.0         0.05         24.454       24.45        
24.76        20.0         0.05         24.442       24.438       
24.78        16.0         0.0625       24.431       24.427       
24.8         21.0         0.04762      24.42        24.416       
24.82        20.0         0.05         24.409       24.405       
24.84        17.0         0.05882      24.398       24.394       
24.86        22.0         0.04545      24.387       24.383       
24.88        17.0         0.05882      24.376       24.372       
24.9         30.0         0.03333      24.365       24.362       
24.92        19.0         0.05263      24.355       24.351       
24.94        22.0         0.04545      24.344       24.34        
24.96        24.0         0.04167      24.333       24.329       
24.98        25.0         0.04         24.323       24.319       
25.0         22.0         0.04545      24.312       24.308       
25.02        24.0         0.04167      24.301       24.298       
25.04        36.0         0.02778      24.291       24.287       
25.06        26.0         0.03846      24.28        24.277       
25.08        22.0         0.04545      24.27        24.267       
25.1         22.0         0.04545      24.26        24.256       
25.12        30.0         0.03333      24.249       24.246       
25.14        24.0         0.04167      24.239       24.236       
25.16        32.0         0.03125      24.229       24.226       
25.18        16.0         0.0625       24.219       24.216       
25.2         31.0         0.03226      24.209       24.205       
25.22        20.0         0.05         24.199       24.195       
25.24        24.0         0.04167      24.189       24.185       
25.26        24.0         0.04167      24.179       24.176       
25.28        25.0         0.04         24.169       24.166       
25.3         27.0         0.03704      24.159       24.156       
25.32        20.0         0.05         24.149       24.146       
25.34        28.0         0.03571      24.139       24.136       
25.36        27.0         0.03704      24.13        24.127       
25.38        20.0         0.05         24.12        24.117       
25.4         32.0         0.03125      24.11        24.107       
25.42        30.0         0.03333      24.101       24.098       
25.44        10.0         0.1          24.091       24.088       
25.46        17.0         0.05882      24.082       24.079       
25.48        26.0         0.03846      24.072       24.069       
25.5         25.0         0.04         24.063       24.06        
25.52        23.0         0.04348      24.053       24.051       
25.54        31.0         0.03226      24.044       24.041       
25.56        25.0         0.04         24.035       24.032       
25.58        21.0         0.04762      24.026       24.023       
25.6         25.0         0.04         24.017       24.014       
25.62        22.0         0.04545      24.007       24.005       
25.64        20.0         0.05         23.998       23.996       
25.66        16.0         0.0625       23.989       23.987       
25.68        17.0         0.05882      23.98        23.978       
25.7         20.0         0.05         23.971       23.969       
25.72        17.0         0.05882      23.962       23.96        
25.74        26.0         0.03846      23.954       23.951       
25.76        20.0         0.05         23.945       23.942       
25.78        26.0         0.03846      23.936       23.933       
25.8         23.0         0.04348      23.927       23.925       
25.82        23.0         0.04348      23.918       23.916       
25.84        23.0         0.04348      23.91        23.907       
25.86        25.0         0.04         23.901       23.899       
25.88        25.0         0.04         23.893       23.89        
25.9         22.0         0.04545      23.884       23.882       
25.92        31.0         0.03226      23.876       23.873       
25.94        17.0         0.05882      23.867       23.865       
25.96        25.0         0.04         23.859       23.856       
25.98        20.0         0.05         23.85        23.848       
26.0         27.0         0.03704      23.842       23.84        
26.02        22.0         0.04545      23.834       23.831       
26.04        19.0         0.05263      23.825       23.823       
26.06        21.0         0.04762      23.817       23.815       
26.08        16.0         0.0625       23.809       23.807       
26.1         27.0         0.03704      23.801       23.799       
26.12        22.0         0.04545      23.793       23.791       
26.14        22.0         0.04545      23.785       23.783       
26.16        24.0         0.04167      23.777       23.775       
26.18        24.0         0.04167      23.769       23.767       
26.2         31.0         0.03226      23.761       23.759       
26.22        26.0         0.03846      23.753       23.751       
26.24        26.0         0.03846      23.745       23.743       
26.26        15.0         0.06667      23.74        23.735       
26.28        20.0         0.05         23.732       23.727       
26.3         32.0         0.03125      23.724       23.72        
26.32        17.0         0.05882      23.716       23.712       
26.34        29.0         0.03448      23.71        23.704       
26.36        19.0         0.05263      23.702       23.697       
26.38        24.0         0.04167      23.695       23.689       
26.4         29.0         0.03448      23.687       23.682       
26.42        23.0         0.04348      23.68        23.674       
26.44        26.0         0.03846      23.672       23.667       
26.46        25.0         0.04         23.664       23.659       
26.48        22.0         0.04545      23.656       23.652       
26.5         29.0         0.03448      23.649       23.644       
26.52        21.0         0.04762      23.641       23.637       
26.54        17.0         0.05882      23.634       23.63        
26.56        17.0         0.05882      23.627       23.622       
26.58        17.0         0.05882      23.619       23.615       
26.6         15.0         0.06667      23.612       23.608       
26.62        27.0         0.03704      23.605       23.601       
26.64        16.0         0.0625       23.598       23.594       
26.66        12.0         0.08333      23.591       23.587       
26.68        23.0         0.04348      23.584       23.58        
26.7         16.0         0.0625       23.577       23.573       
26.72        31.0         0.03226      23.57        23.566       
26.74        19.0         0.05263      23.563       23.559       
26.76        30.0         0.03333      23.556       23.552       
26.78        23.0         0.04348      23.55        23.545       
26.8         10.0         0.1          23.543       23.538       
26.82        19.0         0.05263      23.536       23.531       
26.84        21.0         0.04762      23.529       23.524       
26.86        29.0         0.03448      23.523       23.518       
26.88        23.0         0.04348      23.516       23.511       
26.9         21.0         0.04762      23.509       23.504       
26.92        21.0         0.04762      23.503       23.497       
26.94        28.0         0.03571      23.496       23.491       
26.96        24.0         0.04167      23.49        23.484       
26.98        27.0         0.03704      23.483       23.478       
27.0         16.0         0.0625       23.477       23.471       
27.02        29.0         0.03448      23.47        23.465       
27.04        23.0         0.04348      23.464       23.458       
27.06        23.0         0.04348      23.457       23.452       
27.08        22.0         0.04545      23.451       23.445       
27.1         31.0         0.03226      23.445       23.439       
27.12        30.0         0.03333      23.438       23.432       
27.14        19.0         0.05263      23.432       23.426       
27.16        17.0         0.05882      23.426       23.42        
27.18        13.0         0.07692      23.42        23.414       
27.2         19.0         0.05263      23.414       23.407       
27.22        20.0         0.05         23.407       23.401       
27.24        24.0         0.04167      23.401       23.395       
27.26        22.0         0.04545      23.395       23.389       
27.28        21.0         0.04762      23.389       23.383       
27.3         10.0         0.1          23.383       23.377       
27.32        26.0         0.03846      23.377       23.371       
27.34        25.0         0.04         23.371       23.365       
27.36        22.0         0.04545      23.365       23.359       
27.38        16.0         0.0625       23.36        23.353       
27.4         27.0         0.03704      23.354       23.347       
27.42        23.0         0.04348      23.348       23.341       
27.44        24.0         0.04167      23.342       23.335       
27.46        12.0         0.08333      23.336       23.329       
27.48        21.0         0.04762      23.331       23.323       
27.5         22.0         0.04545      23.325       23.317       
27.52        28.0         0.03571      23.319       23.311       
27.54        25.0         0.04         23.314       23.306       
27.56        30.0         0.03333      23.308       23.3         
27.58        21.0         0.04762      23.303       23.294       
27.6         17.0         0.05882      23.297       23.289       
27.62        19.0         0.05263      23.291       23.283       
27.64        24.0         0.04167      23.286       23.277       
27.66        17.0         0.05882      23.281       23.272       
27.68        20.0         0.05         23.275       23.266       
27.7         25.0         0.04         23.27        23.261       
27.72        25.0         0.04         23.264       23.255       
27.74        12.0         0.08333      23.259       23.25        
27.76        19.0         0.05263      23.254       23.244       
27.78        17.0         0.05882      23.248       23.239       
27.8         29.0         0.03448      23.243       23.233       
27.82        23.0         0.04348      23.238       23.228       
27.84        10.0         0.1          23.233       23.223       
27.86        20.0         0.05         23.228       23.217       
27.88        16.0         0.0625       23.222       23.212       
27.9         32.0         0.03125      23.217       23.207       
27.92        16.0         0.0625       23.212       23.201       
27.94        16.0         0.0625       23.207       23.196       
27.96        15.0         0.06667      23.202       23.191       
27.98        22.0         0.04545      23.197       23.186       
28.0         13.0         0.07692      23.192       23.18        
28.02        20.0         0.05         23.187       23.175       
28.04        24.0         0.04167      23.182       23.17        
28.06        20.0         0.05         23.178       23.165       
28.08        22.0         0.04545      23.173       23.16        
28.1         16.0         0.0625       23.168       23.155       
28.12        25.0         0.04         23.163       23.15        
28.14        23.0         0.04348      23.158       23.145       
28.16        21.0         0.04762      23.154       23.14        
28.18        17.0         0.05882      23.149       23.135       
28.2         17.0         0.05882      23.144       23.13        
28.22        21.0         0.04762      23.14        23.125       
28.24        24.0         0.04167      23.135       23.12        
28.26        22.0         0.04545      23.131       23.115       
28.28        21.0         0.04762      23.126       23.11        
28.3         15.0         0.06667      23.122       23.106       
28.32        25.0         0.04         23.117       23.101       
28.34        27.0         0.03704      23.113       23.096       
28.36        15.0         0.06667      23.108       23.091       
28.38        17.0         0.05882      23.104       23.086       
28.4         26.0         0.03846      23.1         23.082       
28.42        19.0         0.05263      23.095       23.077       
28.44        19.0         0.05263      23.091       23.072       
28.46        22.0         0.04545      23.087       23.068       
28.48        17.0         0.05882      23.083       23.063       
28.5         24.0         0.04167      23.079       23.058       
28.52        23.0         0.04348      23.075       23.054       
28.54        29.0         0.03448      23.071       23.049       
28.56        37.0         0.02703      23.067       23.045       
28.58        23.0         0.04348      23.063       23.04        
28.6         20.0         0.05         23.059       23.035       
28.62        15.0         0.06667      23.055       23.031       
28.64        21.0         0.04762      23.051       23.026       
28.66        32.0         0.03125      23.047       23.022       
28.68        24.0         0.04167      23.043       23.018       
28.7         16.0         0.0625       23.04        23.013       
28.72        27.0         0.03704      23.036       23.009       
28.74        16.0         0.0625       23.032       23.004       
28.76        28.0         0.03571      23.029       23.0         
28.78        29.0         0.03448      23.025       22.996       
28.8         19.0         0.05263      23.022       22.991       
28.82        30.0         0.03333      23.019       22.987       
28.84        23.0         0.04348      23.015       22.983       
28.86        28.0         0.03571      23.012       22.978       
28.88        33.0         0.0303       23.009       22.974       
28.9         30.0         0.03333      23.006       22.97        
28.92        24.0         0.04167      23.003       22.966       
28.94        26.0         0.03846      23.0         22.961       
28.96        32.0         0.03125      22.997       22.957       
28.98        26.0         0.03846      22.994       22.953       
29.0         21.0         0.04762      22.992       22.949       
29.02        20.0         0.05         22.989       22.945       
29.04        27.0         0.03704      22.987       22.941       
29.06        20.0         0.05         22.984       22.936       
29.08        30.0         0.03333      22.982       22.932       
29.1         26.0         0.03846      22.98        22.928       
29.12        23.0         0.04348      22.978       22.924       
29.14        27.0         0.03704      22.976       22.92        
29.16        29.0         0.03448      22.975       22.916       
29.18        32.0         0.03125      22.973       22.912       
29.2         34.0         0.02941      22.972       22.908       
29.22        22.0         0.04545      22.971       22.904       
29.24        32.0         0.03125      22.97        22.9         
29.26        27.0         0.03704      22.969       22.896       
29.28        24.0         0.04167      22.969       22.892       
29.3         26.0         0.03846      22.969       22.888       
29.32        27.0         0.03704      22.969       22.884       
29.34        37.0         0.02703      22.97        22.881       
29.36        43.0         0.02326      22.971       22.877       
29.38        29.0         0.03448      22.972       22.873       
29.4         43.0         0.02326      22.974       22.869       
29.42        32.0         0.03125      22.976       22.865       
29.44        32.0         0.03125      22.979       22.861       
29.46        46.0         0.02174      22.983       22.858       
29.48        53.0         0.01887      22.987       22.854       
29.5         37.0         0.02703      22.992       22.85        
29.52        47.0         0.02128      22.999       22.846       
29.54        43.0         0.02326      23.006       22.843       
29.56        43.0         0.02326      23.014       22.839       
29.58        56.0         0.01786      23.024       22.835       
29.6         56.0         0.01786      23.036       22.831       
29.62        65.0         0.01538      23.049       22.828       
29.64        60.0         0.01667      23.065       22.824       
29.66        65.0         0.01538      23.083       22.82        
29.68        75.0         0.01333      23.105       22.817       
29.7         79.0         0.01266      23.13        22.813       
29.72        73.0         0.0137       23.161       22.809       
29.74        100.0        0.01         23.197       22.806       
29.76        102.0        0.0098       23.24        22.802       
29.78        86.0         0.01163      23.292       22.799       
29.8         139.0        0.00719      23.355       22.795       
29.82        148.0        0.00676      23.433       22.792       
29.84        153.0        0.00654      23.53        22.788       
29.86        198.0        0.00505      23.654       22.784       
29.88        216.0        0.00463      23.813       22.781       
29.9         222.0        0.0045       24.023       22.777       
29.92        292.0        0.00342      24.307       22.774       
29.94        327.0        0.00306      24.705       22.77        
29.96        372.0        0.00269      25.285       22.767       
29.98        436.0        0.00229      26.206       22.764       
30.0         524.0        0.00191      28.081       22.76        
30.02        585.0        0.00171      33.62        22.757       
30.04        635.0        0.00157      50.16        22.753       
30.06        707.0        0.00141      83.595       22.75        
30.08        778.0        0.00129      116.279      22.746       
30.1         778.0        0.00129      108.432      22.743       
30.12        756.0        0.00132      81.047       22.74        
30.14        712.0        0.0014       72.951       22.736       
30.16        745.0        0.00134      75.979       22.733       
30.18        645.0        0.00155      63.13        22.73        
30.2         585.0        0.00171      43.605       22.726       
30.22        492.0        0.00203      31.707       22.723       
30.24        428.0        0.00234      27.116       22.72        
30.26        349.0        0.00287      25.535       22.716       
30.28        309.0        0.00324      24.796       22.713       
30.3         292.0        0.00342      24.333       22.71        
30.32        222.0        0.0045       24.011       22.706       
30.34        222.0        0.0045       23.776       22.703       
30.36        179.0        0.00559      23.598       22.7         
30.38        158.0        0.00633      23.46        22.697       
30.4         141.0        0.00709      23.351       22.693       
30.42        139.0        0.00719      23.262       22.69        
30.44        129.0        0.00775      23.19        22.687       
30.46        114.0        0.00877      23.129       22.684       
30.48        102.0        0.0098       23.078       22.681       
30.5         90.0         0.01111      23.034       22.677       
30.52        94.0         0.01064      22.996       22.674       
30.54        67.0         0.01493      22.963       22.671       
30.56        79.0         0.01266      22.934       22.668       
30.58        72.0         0.01389      22.908       22.665       
30.6         65.0         0.01538      22.885       22.662       
30.62        72.0         0.01389      22.865       22.659       
30.64        59.0         0.01695      22.846       22.655       
30.66        43.0         0.02326      22.829       22.652       
30.68        44.0         0.02273      22.814       22.649       
30.7         53.0         0.01887      22.8         22.646       
30.72        47.0         0.02128      22.787       22.643       
30.74        43.0         0.02326      22.774       22.64        
30.76        51.0         0.01961      22.763       22.637       
30.78        38.0         0.02632      22.753       22.634       
30.8         53.0         0.01887      22.743       22.631       
30.82        30.0         0.03333      22.733       22.628       
30.84        46.0         0.02174      22.725       22.625       
30.86        42.0         0.02381      22.716       22.622       
30.88        28.0         0.03571      22.708       22.619       
30.9         32.0         0.03125      22.701       22.616       
30.92        28.0         0.03571      22.694       22.613       
30.94        43.0         0.02326      22.687       22.61        
30.96        32.0         0.03125      22.68        22.607       
30.98        39.0         0.02564      22.674       22.604       
31.0         32.0         0.03125      22.668       22.601       
31.02        34.0         0.02941      22.662       22.598       
31.04        17.0         0.05882      22.656       22.595       
31.06        27.0         0.03704      22.651       22.592       
31.08        33.0         0.0303       22.645       22.589       
31.1         22.0         0.04545      22.64        22.586       
31.12        32.0         0.03125      22.635       22.583       
31.14        32.0         0.03125      22.63        22.58        
31.16        31.0         0.03226      22.625       22.577       
31.18        26.0         0.03846      22.62        22.574       
31.2         19.0         0.05263      22.616       22.571       
31.22        32.0         0.03125      22.611       22.568       
31.24        21.0         0.04762      22.607       22.565       
31.26        22.0         0.04545      22.603       22.562       
31.28        24.0         0.04167      22.598       22.56        
31.3         26.0         0.03846      22.594       22.557       
31.32        28.0         0.03571      22.59        22.554       
31.34        25.0         0.04         22.586       22.551       
31.36        23.0         0.04348      22.582       22.548       
31.38        26.0         0.03846      22.578       22.545       
31.4         23.0         0.04348      22.574       22.542       
31.42        20.0         0.05         22.57        22.54        
31.44        24.0         0.04167      22.567       22.537       
31.46        26.0         0.03846      22.563       22.534       
31.48        31.0         0.03226      22.562       22.531       
31.5         27.0         0.03704      22.559       22.528       
31.52        25.0         0.04         22.555       22.525       
31.54        30.0         0.03333      22.551       22.523       
31.56        25.0         0.04         22.549       22.52        
31.58        22.0         0.04545      22.546       22.517       
31.6         29.0         0.03448      22.543       22.514       
31.62        25.0         0.04         22.539       22.511       
31.64        16.0         0.0625       22.536       22.509       
31.66        21.0         0.04762      22.532       22.506       
31.68        23.0         0.04348      22.529       22.503       
31.7         29.0         0.03448      22.526       22.5         
31.72        24.0         0.04167      22.523       22.497       
31.74        23.0         0.04348      22.519       22.495       
31.76        30.0         0.03333      22.516       22.492       
31.78        34.0         0.02941      22.513       22.489       
31.8         25.0         0.04         22.51        22.486       
31.82        20.0         0.05         22.507       22.484       
31.84        23.0         0.04348      22.504       22.481       
31.86        26.0         0.03846      22.501       22.478       
31.88        21.0         0.04762      22.498       22.475       
31.9         24.0         0.04167      22.494       22.473       
31.92        30.0         0.03333      22.491       22.47        
31.94        30.0         0.03333      22.488       22.467       
31.96        32.0         0.03125      22.485       22.464       
31.98        21.0         0.04762      22.482       22.462       
32.0         23.0         0.04348      22.479       22.459       
32.02        21.0         0.04762      22.476       22.456       
32.04        25.0         0.04         22.474       22.453       
32.06        25.0         0.04         22.471       22.451       
32.08        27.0         0.03704      22.468       22.448       
32.1         32.0         0.03125      22.465       22.445       
32.12        27.0         0.03704      22.462       22.443       
32.14        20.0         0.05         22.459       22.44        
32.16        32.0         0.03125      22.456       22.437       
32.18        24.0         0.04167      22.453       22.435       
32.2         28.0         0.03571      22.45        22.432       
32.22        27.0         0.03704      22.448       22.429       
32.24        33.0         0.0303       22.445       22.426       
32.26        32.0         0.03125      22.442       22.424       
32.28        29.0         0.03448      22.439       22.421       
32.3         21.0         0.04762      22.436       22.418       
32.32        22.0         0.04545      22.434       22.416       
32.34        28.0         0.03571      22.431       22.413       
32.36        28.0         0.03571      22.428       22.41        
32.38        19.0         0.05263      22.425       22.408       
32.4         20.0         0.05         22.422       22.405       
32.42        29.0         0.03448      22.42        22.402       
32.44        12.0         0.08333      22.417       22.4         
32.46        32.0         0.03125      22.414       22.397       
32.48        31.0         0.03226      22.412       22.394       
32.5         16.0         0.0625       22.409       22.392       
32.52        26.0         0.03846      22.406       22.389       
32.54        27.0         0.03704      22.403       22.386       
32.56        24.0         0.04167      22.401       22.384       
32.58        28.0         0.03571      22.398       22.381       
32.6         24.0         0.04167      22.395       22.378       
32.62        20.0         0.05         22.393       22.376       
32.64        24.0         0.04167      22.39        22.373       
32.66        17.0         0.05882      22.387       22.371       
32.68        23.0         0.04348      22.385       22.368       
32.7         25.0         0.04         22.382       22.365       
32.72        32.0         0.03125      22.379       22.363       
32.74        23.0         0.04348      22.377       22.36        
32.76        17.0         0.05882      22.374       22.357       
32.78        17.0         0.05882      22.372       22.355       
32.8         16.0         0.0625       22.369       22.352       
32.82        24.0         0.04167      22.366       22.349       
32.84        17.0         0.05882      22.364       22.347       
32.86        32.0         0.03125      22.361       22.344       
32.88        22.0         0.04545      22.359       22.341       
32.9         16.0         0.0625       22.356       22.339       
32.92        24.0         0.04167      22.353       22.336       
32.94        25.0         0.04         22.351       22.334       
32.96        13.0         0.07692      22.348       22.331       
32.98        20.0         0.05         22.346       22.328       
33.0         21.0         0.04762      22.343       22.326       
33.02        22.0         0.04545      22.341       22.323       
33.04        21.0         0.04762      22.338       22.32        
33.06        25.0         0.04         22.337       22.318       
33.08        26.0         0.03846      22.335       22.315       
33.1         26.0         0.03846      22.332       22.313       
33.12        25.0         0.04         22.33        22.31        
33.14        30.0         0.03333      22.327       22.307       
33.16        21.0         0.04762      22.325       22.305       
33.18        21.0         0.04762      22.323       22.302       
33.2         22.0         0.04545      22.321       22.299       
33.22        26.0         0.03846      22.318       22.297       
33.24        27.0         0.03704      22.316       22.294       
33.26        26.0         0.03846      22.313       22.291       
33.28        23.0         0.04348      22.311       22.289       
33.3         22.0         0.04545      22.308       22.286       
33.32        32.0         0.03125      22.306       22.284       
33.34        16.0         0.0625       22.304       22.281       
33.36        19.0         0.05263      22.301       22.278       
33.38        19.0         0.05263      22.299       22.276       
33.4         28.0         0.03571      22.297       22.273       
33.42        20.0         0.05         22.294       22.27        
33.44        33.0         0.0303       22.292       22.268       
33.46        23.0         0.04348      22.29        22.265       
33.48        19.0         0.05263      22.287       22.262       
33.5         25.0         0.04         22.285       22.26        
33.52        27.0         0.03704      22.283       22.257       
33.54        25.0         0.04         22.28        22.254       
33.56        33.0         0.0303       22.278       22.252       
33.58        16.0         0.0625       22.276       22.249       
