"Histogram","PWDR kk_4"
"Instparm: Type","PXC"
"Instparm: Bank",      1.00
"Instparm: Lam1",      1.54
"Instparm: Lam2",      1.54
"Instparm: Zero",  0.000000
"Instparm: Polariz.",      0.70
"Instparm: Azimuth",      0.00
"Instparm: I(L2)/I(L1)",      0.50
"Instparm: U",      2.00
"Instparm: V",     -2.00
"Instparm: W",      5.00
"Instparm: X",      0.00
"Instparm: Y",      0.00
"Instparm: Z",      0.00
"Instparm: SH/L",      0.00
"Instparm: Source","CuKa"
"Samparm: InstrName",
"Samparm: Scale",      1.00
"Samparm: Type",Bragg-Brentano
"Samparm: DisplaceX",      0.00
"Samparm: DisplaceY",      0.00
"Samparm: Temperature",    300.00
"Samparm: Pressure",      0.10
"Samparm: Time",      0.00
"Samparm: Gonio. radius",    200.00
"Samparm: Omega",      0.00
"Samparm: Chi",      0.00
"Samparm: Phi",      0.00
"Samparm: Azimuth",      0.00
"Samparm: Shift",      0.00
"Samparm: Transparency",      0.00
"Samparm: SurfRoughA",      0.00
"Samparm: SurfRoughB",      0.00
"x","y_obs","weight","y_calc","y_bkg","Q"
6.31853,0,1,0,0,0.449561
6.32053,0,1,0,0,0.449703
6.32253,0,1,0,0,0.449845
6.32453,0,1,0,0,0.449987
6.32653,0,1,0,0,0.45013
6.32853,0,1,0,0,0.450272
6.33053,0,1,0,0,0.450414
6.33253,0,1,0,0,0.450556
6.33453,0,1,0,0,0.450699
6.33653,0,1,0,0,0.450841
6.33854,0,1,0,0,0.450983
6.34054,0,1,0,0,0.451125
6.34254,0,1,0,0,0.451267
6.34454,0,1,0,0,0.45141
6.34654,0,1,0,0,0.451552
6.34854,0,1,0,0,0.451694
6.35054,0,1,0,0,0.451836
6.35254,0,1,0,0,0.451978
6.35454,0,1,0,0,0.452121
6.35654,0,1,0,0,0.452263
6.35854,0,1,0,0,0.452405
6.36054,0,1,0,0,0.452547
6.36255,0,1,0,0,0.452689
6.36455,0,1,0,0,0.452832
6.36655,0,1,0,0,0.452974
6.36855,0,1,0,0,0.453116
6.37055,0,1,0,0,0.453258
6.37255,0,1,0,0,0.453401
6.37455,0,1,0,0,0.453543
6.37655,0,1,0,0,0.453685
6.37855,0,1,0,0,0.453827
6.38055,0,1,0,0,0.453969
6.38255,0,1,0,0,0.454112
6.38455,0,1,0,0,0.454254
6.38655,0,1,0,0,0.454396
6.38856,0,1,0,0,0.454538
6.39056,0,1,0,0,0.45468
6.39256,0,1,0,0,0.454823
6.39456,0,1,0,0,0.454965
6.39656,0,1,0,0,0.455107
6.39856,0,1,0,0,0.455249
6.40056,0,1,0,0,0.455391
6.40256,0,1,0,0,0.455534
6.40456,0,1,0,0,0.455676
6.40656,0,1,0,0,0.455818
6.40856,0,1,0,0,0.45596
6.41056,0,1,0,0,0.456102
6.41257,0,1,0,0,0.456245
6.41457,0,1,0,0,0.456387
6.41657,0,1,0,0,0.456529
6.41857,0,1,0,0,0.456671
6.42057,0,1,0,0,0.456813
6.42257,0,1,0,0,0.456956
6.42457,0,1,0,0,0.457098
6.42657,0,1,0,0,0.45724
6.42857,0,1,0,0,0.457382
6.43057,0,1,0,0,0.457525
6.43257,0,1,0,0,0.457667
6.43457,0,1,0,0,0.457809
6.43657,0,1,0,0,0.457951
6.43858,0,1,0,0,0.458093
6.44058,0,1,0,0,0.458236
6.44258,0,1,0,0,0.458378
6.44458,0,1,0,0,0.45852
6.44658,0,1,0,0,0.458662
6.44858,0,1,0,0,0.458804
6.45058,0,1,0,0,0.458947
6.45258,0,1,0,0,0.459089
6.45458,0,1,0,0,0.459231
6.45658,0,1,0,0,0.459373
6.45858,0,1,0,0,0.459515
6.46058,0,1,0,0,0.459658
6.46259,0,1,0,0,0.4598
6.46459,0,1,0,0,0.459942
6.46659,0,1,0,0,0.460084
6.46859,0,1,0,0,0.460226
6.47059,0,1,0,0,0.460369
6.47259,0,1,0,0,0.460511
6.47459,0,1,0,0,0.460653
6.47659,0,1,0,0,0.460795
6.47859,0,1,0,0,0.460937
6.48059,0,1,0,0,0.46108
6.48259,0,1,0,0,0.461222
6.48459,0,1,0,0,0.461364
6.48659,0,1,0,0,0.461506
6.4886,0,1,0,0,0.461648
6.4906,0,1,0,0,0.461791
6.4926,0,1,0,0,0.461933
6.4946,0,1,0,0,0.462075
6.4966,0,1,0,0,0.462217
6.4986,0,1,0,0,0.462359
6.5006,0,1,0,0,0.462502
6.5026,0,1,0,0,0.462644
6.5046,0,1,0,0,0.462786
6.5066,0,1,0,0,0.462928
6.5086,0,1,0,0,0.46307
6.5106,0,1,0,0,0.463213
6.51261,0,1,0,0,0.463355
6.51461,0,1,0,0,0.463497
6.51661,0,1,0,0,0.463639
6.51861,0,1,0,0,0.463781
6.52061,0,1,0,0,0.463924
6.52261,0,1,0,0,0.464066
6.52461,0,1,0,0,0.464208
6.52661,0,1,0,0,0.46435
6.52861,0,1,0,0,0.464492
6.53061,0,1,0,0,0.464635
6.53261,0,1,0,0,0.464777
6.53461,0,1,0,0,0.464919
6.53661,0,1,0,0,0.465061
6.53862,0,1,0,0,0.465203
6.54062,0,1,0,0,0.465346
6.54262,0,1,0,0,0.465488
6.54462,0,1,0,0,0.46563
6.54662,0,1,0,0,0.465772
6.54862,0,1,0,0,0.465914
6.55062,0,1,0,0,0.466057
6.55262,0,1,0,0,0.466199
6.55462,0,1,0,0,0.466341
6.55662,0,1,0,0,0.466483
6.55862,0,1,0,0,0.466625
6.56062,0,1,0,0,0.466767
6.56263,0,1,0,0,0.46691
6.56463,0,1,0,0,0.467052
6.56663,0,1,0,0,0.467194
6.56863,0,1,0,0,0.467336
6.57063,0,1,0,0,0.467478
6.57263,0,1,0,0,0.467621
6.57463,0,1,0,0,0.467763
6.57663,0,1,0,0,0.467905
6.57863,0,1,0,0,0.468047
6.58063,0,1,0,0,0.468189
6.58263,0,1,0,0,0.468332
6.58463,0,1,0,0,0.468474
6.58663,0,1,0,0,0.468616
6.58864,0,1,0,0,0.468758
6.59064,0,1,0,0,0.4689
6.59264,0,1,0,0,0.469043
6.59464,0,1,0,0,0.469185
6.59664,0,1,0,0,0.469327
6.59864,0,1,0,0,0.469469
6.60064,0,1,0,0,0.469611
6.60264,0,1,0,0,0.469754
6.60464,0,1,0,0,0.469896
6.60664,0,1,0,0,0.470038
6.60864,0,1,0,0,0.47018
6.61064,0,1,0,0,0.470322
6.61265,0,1,0,0,0.470465
6.61465,0,1,0,0,0.470607
6.61665,0,1,0,0,0.470749
6.61865,0,1,0,0,0.470891
6.62065,0,1,0,0,0.471033
6.62265,0,1,0,0,0.471175
6.62465,0,1,0,0,0.471318
6.62665,0,1,0,0,0.47146
6.62865,0,1,0,0,0.471602
6.63065,0,1,0,0,0.471744
6.63265,0,1,0,0,0.471886
6.63465,0,1,0,0,0.472029
6.63665,0,1,0,0,0.472171
6.63866,0,1,0,0,0.472313
6.64066,0,1,0,0,0.472455
6.64266,0,1,0,0,0.472597
6.64466,0,1,0,0,0.47274
6.64666,0,1,0,0,0.472882
6.64866,0,1,0,0,0.473024
6.65066,0,1,0,0,0.473166
6.65266,0,1,0,0,0.473308
6.65466,0,1,0,0,0.47345
6.65666,0,1,0,0,0.473593
6.65866,0,1,0,0,0.473735
6.66066,0,1,0,0,0.473877
6.66267,0,1,0,0,0.474019
6.66467,0,1,0,0,0.474161
6.66667,0,1,0,0,0.474304
6.66867,0,1,0,0,0.474446
6.67067,0,1,0,0,0.474588
6.67267,0,1,0,0,0.47473
6.67467,0,1,0,0,0.474872
6.67667,0,1,0,0,0.475015
6.67867,0,1,0,0,0.475157
6.68067,0,1,0,0,0.475299
6.68267,0,1,0,0,0.475441
6.68467,0,1,0,0,0.475583
6.68667,0,1,0,0,0.475725
6.68868,0,1,0,0,0.475868
6.69068,0,1,0,0,0.47601
6.69268,0,1,0,0,0.476152
6.69468,0,1,0,0,0.476294
6.69668,0,1,0,0,0.476436
6.69868,0,1,0,0,0.476579
6.70068,0,1,0,0,0.476721
6.70268,0,1,0,0,0.476863
6.70468,0,1,0,0,0.477005
6.70668,0,1,0,0,0.477147
6.70868,0,1,0,0,0.47729
6.71068,0,1,0,0,0.477432
6.71269,0,1,0,0,0.477574
6.71469,0,1,0,0,0.477716
6.71669,0,1,0,0,0.477858
6.71869,0,1,0,0,0.478
6.72069,0,1,0,0,0.478143
6.72269,0,1,0,0,0.478285
6.72469,0,1,0,0,0.478427
6.72669,0,1,0,0,0.478569
6.72869,0,1,0,0,0.478711
6.73069,0,1,0,0,0.478854
6.73269,0,1,0,0,0.478996
6.73469,0,1,0,0,0.479138
6.73669,0,1,0,0,0.47928
6.7387,0,1,0,0,0.479422
6.7407,0,1,0,0,0.479564
6.7427,0,1,0,0,0.479707
6.7447,0,1,0,0,0.479849
6.7467,0,1,0,0,0.479991
6.7487,0,1,0,0,0.480133
6.7507,0,1,0,0,0.480275
6.7527,0,1,0,0,0.480418
6.7547,0,1,0,0,0.48056
6.7567,0,1,0,0,0.480702
6.7587,0,1,0,0,0.480844
6.7607,0,1,0,0,0.480986
6.76271,0,1,0,0,0.481128
6.76471,0,1,0,0,0.481271
6.76671,0,1,0,0,0.481413
6.76871,0,1,0,0,0.481555
6.77071,0,1,0,0,0.481697
6.77271,0,1,0,0,0.481839
6.77471,0,1,0,0,0.481982
6.77671,0,1,0,0,0.482124
6.77871,0,1,0,0,0.482266
6.78071,0,1,0,0,0.482408
6.78271,0,1,0,0,0.48255
6.78471,0,1,0,0,0.482692
6.78671,0,1,0,0,0.482835
6.78872,0,1,0,0,0.482977
6.79072,0,1,0,0,0.483119
6.79272,0,1,0,0,0.483261
6.79472,0,1,0,0,0.483403
6.79672,0,1,0,0,0.483545
6.79872,0,1,0,0,0.483688
6.80072,0,1,0,0,0.48383
6.80272,0,1,0,0,0.483972
6.80472,0,1,0,0,0.484114
6.80672,0,1,0,0,0.484256
6.80872,0,1,0,0,0.484399
6.81072,0,1,0,0,0.484541
6.81273,0,1,0,0,0.484683
6.81473,0,1,0,0,0.484825
6.81673,0,1,0,0,0.484967
6.81873,0,1,0,0,0.485109
6.82073,0,1,0,0,0.485252
6.82273,0,1,0,0,0.485394
6.82473,0,1,0,0,0.485536
6.82673,0,1,0,0,0.485678
6.82873,0,1,0,0,0.48582
6.83073,0,1,0,0,0.485962
6.83273,0,1,0,0,0.486105
6.83473,0,1,0,0,0.486247
6.83673,0,1,0,0,0.486389
6.83874,0,1,0,0,0.486531
6.84074,0,1,0,0,0.486673
6.84274,0,1,0,0,0.486816
6.84474,0,1,0,0,0.486958
6.84674,0,1,0,0,0.4871
6.84874,0,1,0,0,0.487242
6.85074,0,1,0,0,0.487384
6.85274,0,1,0,0,0.487526
6.85474,0,1,0,0,0.487669
6.85674,0,1,0,0,0.487811
6.85874,0,1,0,0,0.487953
6.86074,0,1,0,0,0.488095
6.86275,0,1,0,0,0.488237
6.86475,0,1,0,0,0.488379
6.86675,0,1,0,0,0.488522
6.86875,0,1,0,0,0.488664
6.87075,0,1,0,0,0.488806
6.87275,0,1,0,0,0.488948
6.87475,0,1,0,0,0.48909
6.87675,0,1,0,0,0.489232
6.87875,0,1,0,0,0.489375
6.88075,0,1,0,0,0.489517
6.88275,0,1,0,0,0.489659
6.88475,0,1,0,0,0.489801
6.88675,0,1,0,0,0.489943
6.88876,0,1,0,0,0.490086
6.89076,0,1,0,0,0.490228
6.89276,0,1,0,0,0.49037
6.89476,0,1,0,0,0.490512
6.89676,0,1,0,0,0.490654
6.89876,0,1,0,0,0.490796
6.90076,0,1,0,0,0.490939
6.90276,0,1,0,0,0.491081
6.90476,0,1,0,0,0.491223
6.90676,0,1,0,0,0.491365
6.90876,0,1,0,0,0.491507
6.91076,0,1,0,0,0.491649
6.91277,0,1,0,0,0.491792
6.91477,0,1,0,0,0.491934
6.91677,0,1,0,0,0.492076
6.91877,0,1,0,0,0.492218
6.92077,0,1,0,0,0.49236
6.92277,0,1,0,0,0.492502
6.92477,0,1,0,0,0.492645
6.92677,0,1,0,0,0.492787
6.92877,0,1,0,0,0.492929
6.93077,0,1,0,0,0.493071
6.93277,0,1,0,0,0.493213
6.93477,0,1,0,0,0.493355
6.93677,0,1,0,0,0.493498
6.93878,0,1,0,0,0.49364
6.94078,0,1,0,0,0.493782
6.94278,0,1,0,0,0.493924
6.94478,0,1,0,0,0.494066
6.94678,0,1,0,0,0.494208
6.94878,0,1,0,0,0.494351
6.95078,0,1,0,0,0.494493
6.95278,0,1,0,0,0.494635
6.95478,0,1,0,0,0.494777
6.95678,0,1,0,0,0.494919
6.95878,0,1,0,0,0.495061
6.96078,0,1,0,0,0.495204
6.96279,0,1,0,0,0.495346
6.96479,0,1,0,0,0.495488
6.96679,0,1,0,0,0.49563
6.96879,0,1,0,0,0.495772
6.97079,0,1,0,0,0.495914
6.97279,0,1,0,0,0.496057
6.97479,0,1,0,0,0.496199
6.97679,0,1,0,0,0.496341
6.97879,0,1,0,0,0.496483
6.98079,0,1,0,0,0.496625
6.98279,0,1,0,0,0.496767
6.98479,0,1,0,0,0.49691
6.98679,0,1,0,0,0.497052
6.9888,0,1,0,0,0.497194
6.9908,0,1,0,0,0.497336
6.9928,0,1,0,0,0.497478
6.9948,0,1,0,0,0.49762
6.9968,0,1,0,0,0.497763
6.9988,0,1,0,0,0.497905
7.0008,0,1,0,0,0.498047
7.0028,0,1,0,0,0.498189
7.0048,0,1,0,0,0.498331
7.0068,0,1,0,0,0.498473
7.0088,0,1,0,0,0.498616
7.0108,0,1,0,0,0.498758
7.01281,0,1,0,0,0.4989
7.01481,0,1,0,0,0.499042
7.01681,0,1,0,0,0.499184
7.01881,0,1,0,0,0.499326
7.02081,0,1,0,0,0.499468
7.02281,0,1,0,0,0.499611
7.02481,0,1,0,0,0.499753
7.02681,0,1,0,0,0.499895
7.02881,0,1,0,0,0.500037
7.03081,0,1,0,0,0.500179
7.03281,0,1,0,0,0.500321
7.03481,0,1,0,0,0.500464
7.03681,0,1,0,0,0.500606
7.03882,0,1,0,0,0.500748
7.04082,0,1,0,0,0.50089
7.04282,0,1,0,0,0.501032
7.04482,0,1,0,0,0.501174
7.04682,0,1,0,0,0.501317
7.04882,0,1,0,0,0.501459
7.05082,0,1,0,0,0.501601
7.05282,0,1,0,0,0.501743
7.05482,0,1,0,0,0.501885
7.05682,0,1,0,0,0.502027
7.05882,0,1,0,0,0.50217
7.06082,0,1,0,0,0.502312
7.06283,0,1,0,0,0.502454
7.06483,0,1,0,0,0.502596
7.06683,0,1,0,0,0.502738
7.06883,0,1,0,0,0.50288
7.07083,0,1,0,0,0.503022
7.07283,0,1,0,0,0.503165
7.07483,0,1,0,0,0.503307
7.07683,0,1,0,0,0.503449
7.07883,0,1,0,0,0.503591
7.08083,0,1,0,0,0.503733
7.08283,0,1,0,0,0.503875
7.08483,0,1,0,0,0.504018
7.08683,0,1,0,0,0.50416
7.08884,0,1,0,0,0.504302
7.09084,0,1,0,0,0.504444
7.09284,0,1,0,0,0.504586
7.09484,0,1,0,0,0.504728
7.09684,0,1,0,0,0.50487
7.09884,0,1,0,0,0.505013
7.10084,0,1,0,0,0.505155
7.10284,0,1,0,0,0.505297
7.10484,0,1,0,0,0.505439
7.10684,0,1,0,0,0.505581
7.10884,0,1,0,0,0.505723
7.11084,0,1,0,0,0.505866
7.11285,0,1,0,0,0.506008
7.11485,0,1,0,0,0.50615
7.11685,0,1,0,0,0.506292
7.11885,0,1,0,0,0.506434
7.12085,0,1,0,0,0.506576
7.12285,0,1,0,0,0.506719
7.12485,0,1,0,0,0.506861
7.12685,0,1,0,0,0.507003
7.12885,0,1,0,0,0.507145
7.13085,0,1,0,0,0.507287
7.13285,0,1,0,0,0.507429
7.13485,0,1,0,0,0.507571
7.13685,0,1,0,0,0.507714
7.13886,0,1,0,0,0.507856
7.14086,0,1,0,0,0.507998
7.14286,0,1,0,0,0.50814
7.14486,0,1,0,0,0.508282
7.14686,0,1,0,0,0.508424
7.14886,0,1,0,0,0.508566
7.15086,0,1,0,0,0.508709
7.15286,0,1,0,0,0.508851
7.15486,0,1,0,0,0.508993
7.15686,0,1,0,0,0.509135
7.15886,0,1,0,0,0.509277
7.16086,0,1,0,0,0.509419
7.16287,0,1,0,0,0.509562
7.16487,0,1,0,0,0.509704
7.16687,0,1,0,0,0.509846
7.16887,0,1,0,0,0.509988
7.17087,0,1,0,0,0.51013
7.17287,0,1,0,0,0.510272
7.17487,0,1,0,0,0.510414
7.17687,0,1,0,0,0.510557
7.17887,0,1,0,0,0.510699
7.18087,0,1,0,0,0.510841
7.18287,0,1,0,0,0.510983
7.18487,0,1,0,0,0.511125
7.18687,0,1,0,0,0.511267
7.18888,0,1,0,0,0.511409
7.19088,0,1,0,0,0.511552
7.19288,0,1,0,0,0.511694
7.19488,0,1,0,0,0.511836
7.19688,0,1,0,0,0.511978
7.19888,0,1,0,0,0.51212
7.20088,0,1,0,0,0.512262
7.20288,0,1,0,0,0.512405
7.20488,0,1,0,0,0.512547
7.20688,0,1,0,0,0.512689
7.20888,0,1,0,0,0.512831
7.21088,0,1,0,0,0.512973
7.21289,0,1,0,0,0.513115
7.21489,0,1,0,0,0.513257
7.21689,0,1,0,0,0.5134
7.21889,0,1,0,0,0.513542
7.22089,0,1,0,0,0.513684
7.22289,0,1,0,0,0.513826
7.22489,0,1,0,0,0.513968
7.22689,0,1,0,0,0.51411
7.22889,0,1,0,0,0.514252
7.23089,0,1,0,0,0.514395
7.23289,0,1,0,0,0.514537
7.23489,0,1,0,0,0.514679
7.23689,0,1,0,0,0.514821
7.2389,0,1,0,0,0.514963
7.2409,0,1,0,0,0.515105
7.2429,0,1,0,0,0.515247
7.2449,0,1,0,0,0.51539
7.2469,0,1,0,0,0.515532
7.2489,0,1,0,0,0.515674
7.2509,0,1,0,0,0.515816
7.2529,0,1,0,0,0.515958
7.2549,0,1,0,0,0.5161
7.2569,0,1,0,0,0.516242
7.2589,0,1,0,0,0.516385
7.2609,0,1,0,0,0.516527
7.26291,0,1,0,0,0.516669
7.26491,0,1,0,0,0.516811
7.26691,0,1,0,0,0.516953
7.26891,0,1,0,0,0.517095
7.27091,0,1,0,0,0.517237
7.27291,0,1,0,0,0.51738
7.27491,0,1,0,0,0.517522
7.27691,0,1,0,0,0.517664
7.27891,0,1,0,0,0.517806
7.28091,0,1,0,0,0.517948
7.28291,0,1,0,0,0.51809
7.28491,0,1,0,0,0.518232
7.28691,0,1,0,0,0.518375
7.28892,0,1,0,0,0.518517
7.29092,0,1,0,0,0.518659
7.29292,0,1,0,0,0.518801
7.29492,0,1,0,0,0.518943
7.29692,0,1,0,0,0.519085
7.29892,0,1,0,0,0.519227
7.30092,0,1,0,0,0.51937
7.30292,0,1,0,0,0.519512
7.30492,0,1,0,0,0.519654
7.30692,0,1,0,0,0.519796
7.30892,0,1,0,0,0.519938
7.31092,0,1,0,0,0.52008
7.31293,0,1,0,0,0.520222
7.31493,0,1,0,0,0.520364
7.31693,0,1,0,0,0.520507
7.31893,0,1,0,0,0.520649
7.32093,0,1,0,0,0.520791
7.32293,0,1,0,0,0.520933
7.32493,0,1,0,0,0.521075
7.32693,0,1,0,0,0.521217
7.32893,0,1,0,0,0.521359
7.33093,0,1,0,0,0.521502
7.33293,0,1,0,0,0.521644
7.33493,0,1,0,0,0.521786
7.33693,0,1,0,0,0.521928
7.33894,0,1,0,0,0.52207
7.34094,0,1,0,0,0.522212
7.34294,0,1,0,0,0.522354
7.34494,0,1,0,0,0.522497
7.34694,0,1,0,0,0.522639
7.34894,0,1,0,0,0.522781
7.35094,0,1,0,0,0.522923
7.35294,0,1,0,0,0.523065
7.35494,0,1,0,0,0.523207
7.35694,0,1,0,0,0.523349
7.35894,0,1,0,0,0.523492
7.36094,0,1,0,0,0.523634
7.36295,0,1,0,0,0.523776
7.36495,0,1,0,0,0.523918
7.36695,0,1,0,0,0.52406
7.36895,0,1,0,0,0.524202
7.37095,0,1,0,0,0.524344
7.37295,0,1,0,0,0.524486
7.37495,0,1,0,0,0.524629
7.37695,0,1,0,0,0.524771
7.37895,0,1,0,0,0.524913
7.38095,0,1,0,0,0.525055
7.38295,0,1,0,0,0.525197
7.38495,0,1,0,0,0.525339
7.38695,0,1,0,0,0.525481
7.38896,0,1,0,0,0.525624
7.39096,0,1,0,0,0.525766
7.39296,0,1,0,0,0.525908
7.39496,0,1,0,0,0.52605
7.39696,0,1,0,0,0.526192
7.39896,0,1,0,0,0.526334
7.40096,0,1,0,0,0.526476
7.40296,0,1,0,0,0.526618
7.40496,0,1,0,0,0.526761
7.40696,0,1,0,0,0.526903
7.40896,0,1,0,0,0.527045
7.41096,0,1,0,0,0.527187
7.41297,0,1,0,0,0.527329
7.41497,0,1,0,0,0.527471
7.41697,0,1,0,0,0.527613
7.41897,0,1,0,0,0.527755
7.42097,0,1,0,0,0.527898
7.42297,0,1,0,0,0.52804
7.42497,0,1,0,0,0.528182
7.42697,0,1,0,0,0.528324
7.42897,0,1,0,0,0.528466
7.43097,0,1,0,0,0.528608
7.43297,0,1,0,0,0.52875
7.43497,0,1,0,0,0.528893
7.43697,0,1,0,0,0.529035
7.43898,0,1,0,0,0.529177
7.44098,0,1,0,0,0.529319
7.44298,0,1,0,0,0.529461
7.44498,0,1,0,0,0.529603
7.44698,0,1,0,0,0.529745
7.44898,0,1,0,0,0.529887
7.45098,0,1,0,0,0.53003
7.45298,0,1,0,0,0.530172
7.45498,0,1,0,0,0.530314
7.45698,0,1,0,0,0.530456
7.45898,0,1,0,0,0.530598
7.46098,0,1,0,0,0.53074
7.46299,0,1,0,0,0.530882
7.46499,0,1,0,0,0.531024
7.46699,0,1,0,0,0.531167
7.46899,0,1,0,0,0.531309
7.47099,0,1,0,0,0.531451
7.47299,0,1,0,0,0.531593
7.47499,0,1,0,0,0.531735
7.47699,0,1,0,0,0.531877
7.47899,0,1,0,0,0.532019
7.48099,0,1,0,0,0.532161
7.48299,0,1,0,0,0.532304
7.48499,0,1,0,0,0.532446
7.48699,0,1,0,0,0.532588
7.489,0,1,0,0,0.53273
7.491,0,1,0,0,0.532872
7.493,0,1,0,0,0.533014
7.495,0,1,0,0,0.533156
7.497,0,1,0,0,0.533298
7.499,0,1,0,0,0.533441
7.501,0,1,0,0,0.533583
7.503,0,1,0,0,0.533725
7.505,0,1,0,0,0.533867
7.507,0,1,0,0,0.534009
7.509,0,1,0,0,0.534151
7.511,0,1,0,0,0.534293
7.51301,0,1,0,0,0.534435
7.51501,0,1,0,0,0.534578
7.51701,0,1,0,0,0.53472
7.51901,0,1,0,0,0.534862
7.52101,0,1,0,0,0.535004
7.52301,0,1,0,0,0.535146
7.52501,0,1,0,0,0.535288
7.52701,0,1,0,0,0.53543
7.52901,0,1,0,0,0.535572
7.53101,0,1,0,0,0.535714
7.53301,0,1,0,0,0.535857
7.53501,0,1,0,0,0.535999
7.53701,0,1,0,0,0.536141
7.53902,0,1,0,0,0.536283
7.54102,0,1,0,0,0.536425
7.54302,0,1,0,0,0.536567
7.54502,0,1,0,0,0.536709
7.54702,0,1,0,0,0.536851
7.54902,0,1,0,0,0.536994
7.55102,0,1,0,0,0.537136
7.55302,0,1,0,0,0.537278
7.55502,0,1,0,0,0.53742
7.55702,0,1,0,0,0.537562
7.55902,0,1,0,0,0.537704
7.56102,0,1,0,0,0.537846
7.56303,0,1,0,0,0.537988
7.56503,0,1,0,0,0.538131
7.56703,0,1,0,0,0.538273
7.56903,0,1,0,0,0.538415
7.57103,0,1,0,0,0.538557
7.57303,0,1,0,0,0.538699
7.57503,0,1,0,0,0.538841
7.57703,0,1,0,0,0.538983
7.57903,0,1,0,0,0.539125
7.58103,0,1,0,0,0.539267
7.58303,0,1,0,0,0.53941
7.58503,0,1,0,0,0.539552
7.58703,0,1,0,0,0.539694
7.58904,0,1,0,0,0.539836
7.59104,0,1,0,0,0.539978
7.59304,0,1,0,0,0.54012
7.59504,0,1,0,0,0.540262
7.59704,0,1,0,0,0.540404
7.59904,0,1,0,0,0.540547
7.60104,0,1,0,0,0.540689
7.60304,0,1,0,0,0.540831
7.60504,0,1,0,0,0.540973
7.60704,0,1,0,0,0.541115
7.60904,0,1,0,0,0.541257
7.61104,0,1,0,0,0.541399
7.61305,0,1,0,0,0.541541
7.61505,0,1,0,0,0.541683
7.61705,0,1,0,0,0.541826
7.61905,0,1,0,0,0.541968
7.62105,0,1,0,0,0.54211
7.62305,0,1,0,0,0.542252
7.62505,0,1,0,0,0.542394
7.62705,0,1,0,0,0.542536
7.62905,0,1,0,0,0.542678
7.63105,0,1,0,0,0.54282
7.63305,0,1,0,0,0.542962
7.63505,0,1,0,0,0.543105
7.63705,0,1,0,0,0.543247
7.63906,0,1,0,0,0.543389
7.64106,0,1,0,0,0.543531
7.64306,0,1,0,0,0.543673
7.64506,0,1,0,0,0.543815
7.64706,0,1,0,0,0.543957
7.64906,0,1,0,0,0.544099
7.65106,0,1,0,0,0.544241
7.65306,0,1,0,0,0.544384
7.65506,0,1,0,0,0.544526
7.65706,0,1,0,0,0.544668
7.65906,0,1,0,0,0.54481
7.66106,0,1,0,0,0.544952
7.66307,0,1,0,0,0.545094
7.66507,0,1,0,0,0.545236
7.66707,0,1,0,0,0.545378
7.66907,0,1,0,0,0.54552
7.67107,0,1,0,0,0.545663
7.67307,0,1,0,0,0.545805
7.67507,0,1,0,0,0.545947
7.67707,0,1,0,0,0.546089
7.67907,0,1,0,0,0.546231
7.68107,0,1,0,0,0.546373
7.68307,0,1,0,0,0.546515
7.68507,0,1,0,0,0.546657
7.68707,0,1,0,0,0.546799
7.68908,0,1,0,0,0.546942
7.69108,0,1,0,0,0.547084
7.69308,0,1,0,0,0.547226
7.69508,0,1,0,0,0.547368
7.69708,0,1,0,0,0.54751
7.69908,0,1,0,0,0.547652
7.70108,0,1,0,0,0.547794
7.70308,0,1,0,0,0.547936
7.70508,0,1,0,0,0.548078
7.70708,0,1,0,0,0.54822
7.70908,0,1,0,0,0.548363
7.71108,0,1,0,0,0.548505
7.71309,0,1,0,0,0.548647
7.71509,0,1,0,0,0.548789
7.71709,0,1,0,0,0.548931
7.71909,0,1,0,0,0.549073
7.72109,0,1,0,0,0.549215
7.72309,0,1,0,0,0.549357
7.72509,0,1,0,0,0.549499
7.72709,0,1,0,0,0.549642
7.72909,0,1,0,0,0.549784
7.73109,0,1,0,0,0.549926
7.73309,0,1,0,0,0.550068
7.73509,0,1,0,0,0.55021
7.73709,0,1,0,0,0.550352
7.7391,0,1,0,0,0.550494
7.7411,0,1,0,0,0.550636
7.7431,0,1,0,0,0.550778
7.7451,0,1,0,0,0.55092
7.7471,0,1,0,0,0.551063
7.7491,0,1,0,0,0.551205
7.7511,0,1,0,0,0.551347
7.7531,0,1,0,0,0.551489
7.7551,0,1,0,0,0.551631
7.7571,0,1,0,0,0.551773
7.7591,0,1,0,0,0.551915
7.7611,0,1,0,0,0.552057
7.76311,0,1,0,0,0.552199
7.76511,0,1,0,0,0.552342
7.76711,0,1,0,0,0.552484
7.76911,0,1,0,0,0.552626
7.77111,0,1,0,0,0.552768
7.77311,0,1,0,0,0.55291
7.77511,0,1,0,0,0.553052
7.77711,0,1,0,0,0.553194
7.77911,0,1,0,0,0.553336
7.78111,0,1,0,0,0.553478
7.78311,0,1,0,0,0.55362
7.78511,0,1,0,0,0.553763
7.78711,0,1,0,0,0.553905
7.78912,0,1,0,0,0.554047
7.79112,0,1,0,0,0.554189
7.79312,0,1,0,0,0.554331
7.79512,0,1,0,0,0.554473
7.79712,0,1,0,0,0.554615
7.79912,0,1,0,0,0.554757
7.80112,0,1,0,0,0.554899
7.80312,0,1,0,0,0.555041
7.80512,0,1,0,0,0.555184
7.80712,0,1,0,0,0.555326
7.80912,0,1,0,0,0.555468
7.81112,0,1,0,0,0.55561
